student_id,gender,age,class_level,attendance_rate,math_score,english_score,science_score,study_hours,parental_support,food_security,at_risk
STUD07751,Female,18,JSS1,92.8,65.5,59.0,53.2,17,No,Yes,No
STUD07752,Female,19,JSS3,72.8,87.9,75.3,67.7,24,No,No,No
STUD07753,Female,15,JSS2,70.5,71.1,37.0,83.6,3,Yes,Yes,No
STUD07754,Male,11,SS3,91.0,68.1,54.6,57.3,7,Yes,Yes,No
STUD07755,Male,10,JSS3,67.8,66.5,46.2,77.8,19,Yes,Yes,No
STUD07756,Female,18,JSS2,59.3,77.0,40.3,64.1,10,Yes,Yes,Yes
STUD07757,Female,20,JSS2,74.5,26.0,55.5,39.6,7,Yes,Yes,Yes
STUD07758,Male,19,JSS2,90.9,40.7,42.5,69.3,17,Yes,Yes,No
STUD07759,Female,14,JSS2,73.6,74.3,70.1,61.8,5,Yes,Yes,No
STUD07760,Male,11,JSS2,86.2,51.0,86.6,69.7,6,Yes,Yes,No
STUD07761,Female,14,JSS1,95.9,70.6,54.0,34.2,14,Yes,Yes,No
STUD07762,Female,18,JSS2,79.2,61.2,70.6,71.5,20,Yes,Yes,No
STUD07763,Female,15,SS2,75.9,44.0,59.4,67.9,19,Yes,Yes,No
STUD07764,Male,13,JSS2,94.3,59.0,75.9,81.4,2,Yes,Yes,No
STUD07765,Male,15,SS2,73.0,57.7,54.5,65.7,6,Yes,Yes,No
STUD07766,Female,13,SS2,81.2,55.4,37.5,55.8,7,Yes,Yes,No
STUD07767,Female,20,JSS2,84.8,78.5,67.2,45.9,19,No,Yes,No
STUD07768,Female,18,JSS1,73.4,41.1,85.1,60.3,19,Yes,Yes,No
STUD07769,Male,14,JSS3,100.0,62.9,59.3,28.2,2,No,Yes,No
STUD07770,Male,20,JSS3,74.9,87.2,40.7,44.1,10,Yes,Yes,No
STUD07771,Female,10,JSS3,100.0,79.6,59.7,74.0,24,No,Yes,No
STUD07772,Female,11,SS3,93.6,68.2,27.6,62.9,15,Yes,Yes,No
STUD07773,Female,17,JSS1,86.3,40.5,97.5,66.3,19,No,Yes,No
STUD07774,Male,10,SS1,87.7,49.6,44.0,41.1,4,No,Yes,Yes
STUD07775,Male,14,SS3,74.8,40.8,59.7,64.5,24,Yes,Yes,No
STUD07776,Female,16,SS1,80.0,85.2,45.3,61.7,22,No,Yes,No
STUD07777,Female,12,SS3,90.2,54.9,68.3,33.3,19,No,No,No
STUD07778,Female,13,SS1,90.8,62.1,66.4,50.4,18,Yes,Yes,No
STUD07779,Male,17,JSS2,97.5,18.0,78.5,59.4,19,No,No,No
STUD07780,Male,10,SS2,92.8,86.4,77.4,74.1,21,Yes,No,No
STUD07781,Male,19,SS1,73.3,59.1,51.7,43.1,21,No,No,No
STUD07782,Female,20,SS2,71.7,69.6,47.1,62.6,18,Yes,Yes,No
STUD07783,Male,12,SS2,82.3,58.6,38.9,56.7,22,Yes,Yes,No
STUD07784,Male,16,JSS2,66.3,61.5,43.5,63.7,11,No,Yes,No
STUD07785,Female,18,JSS3,60.9,67.0,61.6,29.4,23,Yes,No,No
STUD07786,Female,12,SS2,65.6,36.4,64.6,64.1,14,Yes,Yes,No
STUD07787,Female,12,SS1,84.3,49.2,73.7,56.8,6,No,Yes,No
STUD07788,Female,10,SS3,74.1,61.0,66.0,70.6,5,No,Yes,No
STUD07789,Female,18,SS3,93.8,37.7,76.3,89.7,19,Yes,Yes,No
STUD07790,Male,14,SS1,84.1,72.3,60.1,41.8,11,Yes,Yes,No
STUD07791,Female,12,JSS1,74.9,59.1,48.6,78.4,18,No,Yes,No
STUD07792,Female,18,SS3,86.2,58.3,71.6,59.6,16,No,Yes,No
STUD07793,Female,16,JSS1,77.7,74.7,61.9,55.8,2,No,Yes,No
STUD07794,Female,19,SS1,89.6,66.3,64.0,37.8,4,No,No,No
STUD07795,Female,10,SS3,100.0,65.3,55.9,42.3,17,Yes,Yes,No
STUD07796,Female,18,JSS1,81.5,70.8,82.7,62.7,10,No,Yes,No
STUD07797,Female,14,JSS3,76.9,81.3,78.1,37.0,23,Yes,No,No
STUD07798,Female,17,SS2,92.8,100.0,83.8,78.2,3,Yes,Yes,No
STUD07799,Female,12,SS1,93.7,45.0,83.5,44.5,21,Yes,No,No
STUD07800,Male,13,SS2,87.5,86.4,79.4,82.1,18,Yes,Yes,No
STUD07801,Male,18,JSS1,80.7,59.0,62.0,67.7,20,Yes,No,No
STUD07802,Female,13,SS3,82.7,100.0,39.7,59.9,0,No,Yes,No
STUD07803,Female,16,SS2,79.5,81.6,64.8,73.4,23,No,Yes,No
STUD07804,Male,13,SS1,80.7,79.4,95.3,88.3,17,Yes,Yes,No
STUD07805,Female,18,JSS2,100.0,72.4,73.5,47.1,5,No,Yes,No
STUD07806,Female,12,SS3,69.3,47.9,73.3,49.7,20,Yes,No,No
STUD07807,Male,13,SS1,84.9,76.5,51.7,55.8,6,No,Yes,No
STUD07808,Female,10,JSS1,99.7,68.0,45.4,48.3,2,Yes,Yes,No
STUD07809,Female,13,JSS2,92.3,50.1,43.7,30.8,24,No,Yes,Yes
STUD07810,Male,17,SS2,83.3,73.2,79.8,75.7,17,Yes,Yes,No
STUD07811,Female,19,JSS2,63.6,45.8,80.0,91.0,13,Yes,No,No
STUD07812,Female,17,JSS2,87.8,28.0,74.8,55.1,24,No,Yes,No
STUD07813,Male,20,JSS3,74.4,60.9,39.2,36.9,13,Yes,Yes,No
STUD07814,Male,13,SS2,79.7,66.4,63.3,60.5,23,Yes,No,No
STUD07815,Male,11,JSS2,100.0,44.2,51.3,75.2,15,Yes,Yes,No
STUD07816,Female,17,SS1,71.4,50.3,57.8,46.3,10,Yes,Yes,No
STUD07817,Female,11,JSS3,100.0,99.6,80.6,26.5,6,Yes,Yes,No
STUD07818,Female,17,JSS2,88.7,47.5,57.0,34.0,24,Yes,Yes,No
STUD07819,Male,14,SS2,84.2,76.3,66.8,69.4,7,No,Yes,No
STUD07820,Male,15,JSS1,84.1,73.5,56.1,50.0,12,Yes,Yes,No
STUD07821,Female,13,SS2,86.5,91.7,51.5,60.3,21,Yes,No,No
STUD07822,Female,12,JSS3,92.0,41.6,48.4,55.4,1,Yes,Yes,No
STUD07823,Female,15,JSS1,100.0,77.0,37.0,39.5,12,No,No,No
STUD07824,Female,18,JSS3,72.2,39.5,48.3,33.9,24,Yes,Yes,Yes
STUD07825,Female,10,SS3,78.6,60.8,83.8,68.2,19,Yes,Yes,No
STUD07826,Male,13,JSS3,83.8,68.0,65.2,72.3,24,Yes,Yes,No
STUD07827,Female,11,JSS2,73.8,72.6,61.2,34.4,7,No,Yes,No
STUD07828,Male,13,SS2,81.0,46.5,54.0,53.8,17,Yes,Yes,No
STUD07829,Female,11,JSS2,77.6,59.7,67.9,43.2,14,Yes,No,No
STUD07830,Male,18,SS1,88.3,50.8,51.5,32.7,21,Yes,Yes,No
STUD07831,Female,19,JSS1,58.7,57.6,90.7,56.2,9,No,Yes,Yes
STUD07832,Male,10,JSS2,85.9,31.3,43.3,49.8,24,Yes,Yes,Yes
STUD07833,Male,16,SS2,87.1,42.4,59.8,48.7,13,No,Yes,No
STUD07834,Male,10,JSS1,64.6,45.7,70.4,80.7,6,No,Yes,No
STUD07835,Female,19,JSS1,100.0,78.6,66.8,51.7,18,No,Yes,No
STUD07836,Male,14,JSS3,79.3,90.3,63.6,59.7,11,Yes,Yes,No
STUD07837,Male,20,JSS2,82.4,54.4,61.5,64.1,0,Yes,Yes,No
STUD07838,Male,16,JSS1,75.3,68.5,54.7,54.6,13,No,Yes,No
STUD07839,Female,19,SS2,97.7,34.2,55.4,73.2,14,Yes,Yes,No
STUD07840,Male,13,SS3,98.2,87.3,72.4,55.8,4,Yes,Yes,No
STUD07841,Female,11,SS3,100.0,52.2,61.8,62.5,20,No,Yes,No
STUD07842,Male,17,SS3,93.0,69.8,66.8,62.7,6,Yes,No,No
STUD07843,Female,13,JSS2,96.8,26.4,64.1,55.7,10,No,Yes,No
STUD07844,Female,12,SS2,71.5,44.3,56.0,66.0,19,Yes,No,No
STUD07845,Female,17,SS1,78.7,59.8,60.2,41.7,21,No,Yes,No
STUD07846,Female,16,SS2,80.5,32.2,68.4,66.8,23,Yes,Yes,No
STUD07847,Male,11,JSS3,84.2,61.1,39.3,27.1,10,No,Yes,Yes
STUD07848,Male,17,JSS3,86.3,67.3,77.1,59.2,0,Yes,Yes,No
STUD07849,Male,14,SS3,77.2,71.9,56.4,61.1,11,No,Yes,No
STUD07850,Female,20,SS2,100.0,51.1,65.6,53.6,1,Yes,Yes,No
STUD07851,Male,13,JSS3,90.3,54.9,71.3,54.8,5,Yes,Yes,No
STUD07852,Male,10,JSS3,80.5,84.7,51.3,69.9,8,Yes,Yes,No
STUD07853,Male,13,JSS2,87.5,85.7,64.0,56.0,16,Yes,Yes,No
STUD07854,Male,14,JSS1,81.1,69.7,44.4,87.0,2,No,Yes,No
STUD07855,Male,20,SS3,95.8,71.6,46.2,56.5,17,Yes,Yes,No
STUD07856,Female,18,SS1,95.1,55.8,67.8,64.3,5,No,Yes,No
STUD07857,Female,18,SS2,100.0,59.9,53.6,54.2,8,Yes,Yes,No
STUD07858,Male,20,JSS2,65.7,74.6,40.8,54.8,23,Yes,No,No
STUD07859,Female,19,SS1,75.2,41.6,42.4,42.3,1,Yes,Yes,Yes
STUD07860,Male,20,SS2,91.0,87.3,89.6,49.0,23,Yes,Yes,No
STUD07861,Female,12,JSS2,75.0,96.6,74.8,64.2,14,No,Yes,No
STUD07862,Male,10,JSS3,58.9,43.4,78.2,90.6,12,No,Yes,Yes
STUD07863,Female,11,JSS2,74.3,60.2,62.8,59.4,13,Yes,Yes,No
STUD07864,Male,19,SS2,72.5,43.6,59.2,68.1,9,Yes,Yes,No
STUD07865,Male,10,JSS2,75.7,52.3,46.2,48.9,19,Yes,Yes,No
STUD07866,Female,20,JSS1,98.5,57.7,58.4,46.5,17,Yes,Yes,No
STUD07867,Female,15,SS2,91.6,67.3,75.5,55.4,16,No,Yes,No
STUD07868,Female,16,JSS1,78.4,53.8,62.1,39.5,11,Yes,Yes,No
STUD07869,Female,14,JSS3,80.7,47.3,63.3,55.6,16,Yes,No,No
STUD07870,Female,15,SS3,93.0,40.7,69.4,76.2,20,No,Yes,No
STUD07871,Male,19,JSS1,79.0,65.4,33.5,38.5,13,Yes,Yes,No
STUD07872,Male,17,SS2,86.0,48.4,58.7,44.7,0,Yes,Yes,No
STUD07873,Male,12,SS1,91.1,62.6,74.5,62.2,21,No,No,No
STUD07874,Male,18,JSS2,77.6,64.9,54.2,37.4,16,No,Yes,No
STUD07875,Male,18,SS1,100.0,55.9,57.2,60.0,20,No,Yes,No
STUD07876,Male,10,JSS2,93.0,68.4,46.9,38.1,8,Yes,No,No
STUD07877,Female,10,SS3,90.5,27.5,77.7,55.6,19,No,Yes,No
STUD07878,Male,12,JSS3,84.0,66.5,78.2,32.1,10,No,Yes,No
STUD07879,Male,15,JSS2,87.6,71.0,100.0,86.1,9,Yes,No,No
STUD07880,Female,10,SS3,85.0,50.3,55.8,62.1,23,No,No,No
STUD07881,Male,17,SS1,91.2,62.4,50.6,76.2,23,No,Yes,No
STUD07882,Female,16,JSS3,85.3,87.0,42.6,91.6,6,Yes,Yes,No
STUD07883,Male,18,SS1,82.8,65.5,73.8,43.4,1,No,Yes,No
STUD07884,Male,18,JSS2,94.5,38.0,62.4,85.5,21,Yes,Yes,No
STUD07885,Male,11,JSS3,100.0,70.4,44.4,70.2,1,No,Yes,No
STUD07886,Female,12,JSS2,82.0,48.9,62.3,40.2,1,No,Yes,No
STUD07887,Male,10,JSS3,72.2,80.1,84.6,57.5,0,No,Yes,No
STUD07888,Female,16,JSS2,81.4,36.1,68.7,84.7,12,No,Yes,No
STUD07889,Male,17,SS2,88.5,81.6,69.1,56.8,12,Yes,Yes,No
STUD07890,Male,19,JSS1,94.6,64.1,59.5,60.3,2,Yes,Yes,No
STUD07891,Female,16,JSS2,88.2,41.4,38.1,91.7,0,No,Yes,No
STUD07892,Male,13,JSS2,87.8,77.3,78.7,65.1,22,No,Yes,No
STUD07893,Female,14,SS3,83.0,85.6,45.5,40.4,16,Yes,Yes,No
STUD07894,Male,12,JSS2,70.1,75.4,90.9,55.9,0,Yes,Yes,No
STUD07895,Male,10,JSS1,94.9,12.0,32.1,81.6,9,No,Yes,Yes
STUD07896,Female,19,JSS1,79.2,11.2,64.2,85.0,9,Yes,Yes,No
STUD07897,Female,19,SS3,91.7,70.7,67.5,92.4,23,No,Yes,No
STUD07898,Female,11,SS3,88.5,77.3,81.7,53.5,2,No,Yes,No
STUD07899,Female,19,SS2,92.6,59.5,29.0,73.1,23,Yes,Yes,No
STUD07900,Male,17,JSS2,85.3,53.1,53.8,36.0,21,No,Yes,No
STUD07901,Male,13,SS3,99.5,37.6,77.0,70.2,13,No,Yes,No
STUD07902,Female,17,SS1,92.6,58.5,56.0,60.8,13,No,Yes,No
STUD07903,Female,17,SS2,82.9,47.3,76.6,77.1,8,No,Yes,No
STUD07904,Male,15,JSS2,75.2,97.2,79.6,44.0,6,No,Yes,No
STUD07905,Male,17,SS3,100.0,48.4,53.9,52.2,4,Yes,Yes,No
STUD07906,Female,18,SS1,87.5,64.4,83.6,49.9,22,Yes,Yes,No
STUD07907,Female,11,SS1,90.3,35.0,56.0,86.5,23,Yes,No,No
STUD07908,Male,14,SS2,68.4,50.2,50.6,58.9,0,No,Yes,No
STUD07909,Female,20,SS2,100.0,67.6,72.0,41.8,8,Yes,Yes,No
STUD07910,Male,16,JSS3,84.5,73.7,64.8,76.2,21,Yes,Yes,No
STUD07911,Male,11,JSS1,86.4,76.3,66.8,61.8,0,No,Yes,No
STUD07912,Male,13,SS1,86.9,37.2,83.9,63.9,0,Yes,Yes,No
STUD07913,Male,10,SS3,88.4,74.5,58.5,83.4,8,No,Yes,No
STUD07914,Female,17,JSS3,94.6,71.0,34.2,59.6,4,Yes,No,No
STUD07915,Male,11,JSS1,76.8,39.3,55.5,78.5,14,No,Yes,No
STUD07916,Male,19,SS3,83.1,58.5,56.3,66.3,15,Yes,Yes,No
STUD07917,Male,17,JSS1,96.8,48.9,86.0,53.2,8,Yes,Yes,No
STUD07918,Male,19,JSS2,72.5,95.5,54.5,68.3,23,No,Yes,No
STUD07919,Male,15,SS2,79.7,58.2,57.5,76.8,2,Yes,Yes,No
STUD07920,Male,19,SS2,73.1,60.9,88.3,55.8,2,Yes,No,No
STUD07921,Female,15,JSS3,88.1,43.4,50.1,67.5,1,Yes,Yes,No
STUD07922,Female,11,SS3,67.6,63.6,52.7,61.9,18,No,Yes,No
STUD07923,Male,14,JSS3,99.9,71.6,53.8,78.1,3,Yes,No,No
STUD07924,Male,13,JSS3,74.3,56.1,49.7,49.8,16,Yes,Yes,No
STUD07925,Female,11,SS2,96.2,69.3,48.0,74.0,10,Yes,Yes,No
STUD07926,Female,10,SS1,100.0,58.3,82.0,51.9,11,No,Yes,No
STUD07927,Male,16,JSS1,84.0,53.5,50.6,47.2,8,No,Yes,No
STUD07928,Male,18,JSS1,71.8,62.3,31.5,57.9,19,No,Yes,No
STUD07929,Female,19,SS3,96.9,54.5,63.2,53.4,15,No,Yes,No
STUD07930,Male,12,SS2,67.3,77.4,75.8,63.6,11,No,Yes,No
STUD07931,Male,14,SS2,77.6,98.8,37.4,34.4,2,No,No,No
STUD07932,Female,17,SS1,81.1,29.7,71.2,72.8,22,No,Yes,No
STUD07933,Male,17,SS2,79.0,50.1,76.5,50.3,14,No,No,No
STUD07934,Female,15,JSS3,88.2,41.8,45.1,73.2,15,Yes,Yes,No
STUD07935,Female,11,JSS1,65.3,44.3,49.7,56.0,19,Yes,Yes,No
STUD07936,Female,15,JSS2,80.9,34.6,69.0,56.7,6,No,Yes,No
STUD07937,Female,20,JSS1,88.7,82.6,83.0,89.6,24,Yes,Yes,No
STUD07938,Female,16,SS2,75.2,52.2,74.1,75.7,14,Yes,Yes,No
STUD07939,Female,17,JSS1,93.1,43.3,56.4,66.2,22,No,Yes,No
STUD07940,Male,16,SS2,88.0,78.1,68.2,58.0,13,Yes,Yes,No
STUD07941,Female,11,SS2,85.1,68.9,82.7,60.3,8,Yes,Yes,No
STUD07942,Male,19,SS3,86.1,52.8,66.2,61.8,1,Yes,Yes,No
STUD07943,Male,10,SS2,87.1,59.6,58.6,66.9,4,Yes,Yes,No
STUD07944,Male,10,SS2,76.6,30.5,75.2,63.4,23,No,No,No
STUD07945,Female,19,SS1,88.6,54.6,74.0,44.6,6,Yes,Yes,No
STUD07946,Male,14,JSS3,69.6,78.9,61.4,56.9,10,Yes,Yes,No
STUD07947,Female,18,JSS3,76.6,58.4,51.0,53.4,21,Yes,Yes,No
STUD07948,Female,19,JSS2,68.6,70.9,66.8,53.1,15,Yes,Yes,No
STUD07949,Female,16,JSS3,90.8,43.0,59.5,62.6,4,Yes,Yes,No
STUD07950,Female,14,SS1,100.0,73.9,32.9,48.1,1,No,Yes,No
STUD07951,Male,13,SS3,63.8,71.9,62.1,48.9,12,No,Yes,No
STUD07952,Male,15,SS3,91.7,79.5,64.2,51.6,19,Yes,Yes,No
STUD07953,Female,12,SS1,92.7,47.2,44.1,48.2,6,No,No,No
STUD07954,Male,17,SS2,76.2,74.6,58.9,54.2,8,No,Yes,No
STUD07955,Male,20,JSS3,87.1,79.9,50.1,65.9,23,Yes,Yes,No
STUD07956,Male,19,JSS1,99.0,59.0,57.9,53.4,10,Yes,Yes,No
STUD07957,Male,12,JSS1,100.0,72.8,61.5,61.5,0,No,Yes,No
STUD07958,Male,14,JSS2,100.0,47.4,62.8,68.0,2,Yes,No,No
STUD07959,Male,19,JSS1,100.0,69.5,68.8,88.8,1,No,Yes,No
STUD07960,Male,17,JSS2,96.1,81.5,71.0,41.1,2,Yes,Yes,No
STUD07961,Female,18,JSS2,84.5,78.1,54.9,52.0,18,Yes,Yes,No
STUD07962,Female,18,SS3,80.0,55.9,44.5,41.8,7,No,Yes,No
STUD07963,Female,12,JSS2,86.9,82.2,37.5,25.2,9,Yes,Yes,No
STUD07964,Female,10,JSS3,69.7,81.9,42.5,62.8,16,Yes,Yes,No
STUD07965,Male,13,JSS1,77.2,35.0,87.4,70.3,19,No,Yes,No
STUD07966,Female,19,JSS3,97.8,58.0,43.4,60.8,0,No,Yes,No
STUD07967,Male,15,JSS3,79.5,74.2,97.1,59.7,14,Yes,Yes,No
STUD07968,Male,10,JSS1,90.3,40.0,37.0,64.4,5,Yes,Yes,No
STUD07969,Male,14,JSS1,93.6,71.2,72.0,77.3,18,Yes,Yes,No
STUD07970,Male,19,JSS3,98.7,39.8,76.3,88.7,4,Yes,Yes,No
STUD07971,Female,16,SS1,92.7,60.9,61.8,45.2,21,Yes,Yes,No
STUD07972,Female,16,JSS2,84.1,47.0,63.3,27.8,5,No,Yes,No
STUD07973,Male,19,JSS1,83.0,82.8,67.5,40.3,15,Yes,Yes,No
STUD07974,Male,18,JSS1,95.3,56.2,63.1,72.7,4,Yes,Yes,No
STUD07975,Female,20,SS2,82.9,46.4,66.9,60.9,24,Yes,Yes,No
STUD07976,Female,19,SS2,73.5,65.1,55.0,60.7,11,Yes,Yes,No
STUD07977,Male,12,SS2,75.4,64.8,82.0,72.4,20,Yes,No,No
STUD07978,Female,13,JSS2,87.2,53.2,92.5,65.8,10,Yes,No,No
STUD07979,Male,18,SS1,91.7,84.2,71.8,75.0,5,Yes,Yes,No
STUD07980,Female,14,JSS3,75.1,56.8,58.4,40.1,16,Yes,Yes,No
STUD07981,Male,20,JSS3,96.2,72.4,74.3,36.9,18,Yes,Yes,No
STUD07982,Male,12,JSS2,72.6,48.2,48.5,49.3,17,Yes,Yes,No
STUD07983,Male,13,JSS3,71.7,22.1,52.3,51.1,16,Yes,Yes,Yes
STUD07984,Male,10,JSS2,79.5,34.9,44.5,50.1,3,No,Yes,Yes
STUD07985,Female,20,JSS3,65.7,48.9,72.0,75.4,21,Yes,Yes,No
STUD07986,Female,16,JSS1,100.0,60.6,70.9,86.0,10,Yes,Yes,No
STUD07987,Male,18,SS2,79.0,61.2,77.6,76.2,9,Yes,Yes,No
STUD07988,Male,20,SS1,74.7,55.9,54.0,78.6,2,Yes,Yes,No
STUD07989,Male,20,JSS2,83.3,78.5,66.3,47.0,23,Yes,Yes,No
STUD07990,Female,17,JSS1,92.0,45.4,48.9,74.5,20,Yes,Yes,No
STUD07991,Female,13,SS1,73.2,75.6,62.7,43.3,8,Yes,Yes,No
STUD07992,Female,16,JSS3,100.0,46.6,66.1,52.6,2,Yes,Yes,No
STUD07993,Male,17,SS2,100.0,34.7,71.2,39.0,14,Yes,Yes,No
STUD07994,Female,16,JSS1,82.7,74.2,67.7,21.4,9,Yes,Yes,No
STUD07995,Female,18,JSS3,79.0,74.9,43.0,91.0,24,No,Yes,No
STUD07996,Male,13,JSS1,84.2,80.6,72.9,62.5,20,Yes,No,No
STUD07997,Female,16,JSS1,74.2,50.6,69.7,76.0,18,Yes,Yes,No
STUD07998,Male,19,JSS2,100.0,75.8,79.0,47.4,0,Yes,Yes,No
STUD07999,Female,12,JSS2,79.5,64.7,67.8,52.1,18,Yes,Yes,No
STUD08000,Female,10,JSS2,94.0,61.9,80.0,40.6,16,Yes,Yes,No
STUD08001,Male,17,JSS1,77.7,71.5,44.4,71.2,6,Yes,Yes,No
STUD08002,Female,20,JSS2,91.1,44.8,41.8,54.8,6,No,No,No
STUD08003,Female,20,JSS1,91.9,61.8,47.5,82.9,12,Yes,Yes,No
STUD08004,Female,18,JSS1,71.2,64.5,52.0,64.9,10,No,Yes,No
STUD08005,Female,11,JSS1,87.5,78.0,57.7,65.3,17,No,Yes,No
STUD08006,Female,14,JSS2,70.8,27.3,53.4,69.9,0,Yes,Yes,No
STUD08007,Male,11,JSS2,83.0,76.4,78.2,54.6,1,No,Yes,No
STUD08008,Male,10,JSS2,100.0,55.3,51.4,17.1,4,Yes,No,Yes
STUD08009,Male,20,JSS1,71.3,51.2,68.9,53.8,5,No,Yes,No
STUD08010,Female,13,JSS3,82.3,64.4,40.4,31.7,14,Yes,Yes,No
STUD08011,Female,17,SS1,75.8,59.6,47.4,54.4,11,Yes,Yes,No
STUD08012,Female,20,JSS1,95.0,96.6,59.3,66.7,7,Yes,Yes,No
STUD08013,Male,19,JSS1,78.6,46.3,41.5,61.5,7,Yes,No,No
STUD08014,Male,14,JSS2,99.8,79.3,74.0,53.9,15,No,Yes,No
STUD08015,Male,10,JSS3,100.0,59.6,51.4,50.1,16,Yes,Yes,No
STUD08016,Male,18,JSS3,94.0,71.2,80.0,77.5,19,No,Yes,No
STUD08017,Female,16,JSS3,100.0,56.2,67.9,14.4,22,No,Yes,No
STUD08018,Female,14,SS1,78.3,45.4,63.7,55.8,8,Yes,Yes,No
STUD08019,Female,13,JSS3,91.8,36.9,46.8,65.8,20,Yes,Yes,No
STUD08020,Male,18,JSS3,70.5,46.3,95.8,49.4,0,No,No,No
STUD08021,Male,16,JSS2,58.4,37.8,49.7,49.8,8,No,No,Yes
STUD08022,Male,20,SS2,89.4,59.3,73.1,75.5,12,No,No,No
STUD08023,Male,11,JSS3,72.1,44.7,61.6,16.6,24,Yes,Yes,Yes
STUD08024,Female,18,SS3,65.2,57.2,70.0,49.2,17,Yes,Yes,No
STUD08025,Male,16,JSS3,86.4,50.3,45.2,49.6,17,No,Yes,No
STUD08026,Female,13,SS2,92.2,53.0,48.9,60.6,1,Yes,Yes,No
STUD08027,Female,10,JSS3,84.5,73.5,74.7,73.6,8,No,No,No
STUD08028,Female,13,JSS2,98.6,37.8,33.3,47.3,18,No,Yes,Yes
STUD08029,Male,16,JSS3,92.8,58.5,42.8,47.0,24,No,Yes,No
STUD08030,Male,12,JSS2,85.4,61.4,77.7,64.4,16,Yes,Yes,No
STUD08031,Male,11,JSS2,77.5,27.3,88.3,55.8,16,No,Yes,No
STUD08032,Female,11,JSS2,92.4,59.0,54.8,54.4,6,Yes,Yes,No
STUD08033,Female,13,SS2,84.1,50.9,60.3,72.2,23,Yes,Yes,No
STUD08034,Female,20,SS2,100.0,85.8,56.8,74.6,22,No,Yes,No
STUD08035,Male,13,JSS3,89.1,65.3,50.2,63.2,17,Yes,Yes,No
STUD08036,Male,18,JSS2,91.8,67.8,82.3,67.9,23,No,Yes,No
STUD08037,Female,20,JSS3,96.3,83.8,59.7,65.1,6,Yes,Yes,No
STUD08038,Female,14,JSS1,85.5,56.3,53.0,67.2,19,Yes,Yes,No
STUD08039,Male,12,JSS2,87.2,47.3,71.2,74.8,18,No,Yes,No
STUD08040,Male,11,SS3,100.0,54.1,69.6,52.2,23,Yes,Yes,No
STUD08041,Female,20,JSS2,91.8,62.6,78.4,62.0,3,No,Yes,No
STUD08042,Female,16,SS2,83.8,76.7,44.2,70.6,11,No,Yes,No
STUD08043,Male,19,JSS3,89.3,89.1,41.8,48.4,23,Yes,No,No
STUD08044,Male,13,SS1,85.7,39.6,65.5,38.6,3,Yes,No,No
STUD08045,Male,14,SS3,87.7,76.1,83.6,56.3,22,No,Yes,No
STUD08046,Male,20,SS3,91.8,65.7,66.6,53.9,17,Yes,Yes,No
STUD08047,Female,17,JSS2,84.2,84.5,74.0,45.8,3,No,Yes,No
STUD08048,Female,15,JSS2,74.9,45.7,80.1,39.8,17,No,Yes,No
STUD08049,Male,11,JSS1,82.9,36.9,68.2,69.5,5,Yes,Yes,No
STUD08050,Male,12,SS2,80.2,71.7,79.7,44.1,20,Yes,No,No
STUD08051,Female,12,SS2,98.6,77.7,57.7,67.2,13,Yes,Yes,No
STUD08052,Male,11,SS1,96.2,70.6,74.3,50.9,12,Yes,Yes,No
STUD08053,Female,13,SS1,94.0,38.4,62.1,52.2,11,No,Yes,No
STUD08054,Female,13,SS2,87.8,37.8,52.4,43.2,0,No,No,Yes
STUD08055,Male,20,JSS2,94.7,87.8,60.1,38.1,7,No,Yes,No
STUD08056,Male,11,SS1,87.5,72.1,58.5,81.4,24,No,Yes,No
STUD08057,Male,16,SS1,77.2,37.4,67.7,52.0,4,Yes,Yes,No
STUD08058,Female,16,JSS2,66.4,73.9,63.3,0.0,1,Yes,No,No
STUD08059,Female,14,JSS1,82.7,43.0,63.2,82.2,22,Yes,Yes,No
STUD08060,Male,19,SS3,69.4,98.4,55.1,67.2,5,Yes,Yes,No
STUD08061,Male,19,SS2,87.7,59.1,70.8,57.8,17,Yes,No,No
STUD08062,Male,19,SS1,98.0,60.2,51.2,69.3,12,Yes,Yes,No
STUD08063,Male,10,SS2,92.7,34.3,44.2,76.1,21,No,Yes,No
STUD08064,Female,10,JSS1,78.6,66.5,44.5,60.1,19,Yes,Yes,No
STUD08065,Female,20,SS1,76.9,53.3,54.6,40.5,16,Yes,Yes,No
STUD08066,Male,17,JSS2,60.9,79.5,82.9,49.0,7,Yes,Yes,No
STUD08067,Female,20,SS3,92.5,43.6,73.1,47.5,1,Yes,Yes,No
STUD08068,Male,19,SS2,74.1,58.8,44.8,43.2,18,Yes,Yes,No
STUD08069,Female,12,JSS2,71.9,57.5,46.0,53.4,6,Yes,Yes,No
STUD08070,Female,16,JSS2,94.9,55.8,73.8,36.0,2,No,No,No
STUD08071,Male,16,SS3,67.7,83.5,59.3,85.9,18,Yes,Yes,No
STUD08072,Male,18,SS2,100.0,63.3,56.4,52.7,5,Yes,Yes,No
STUD08073,Male,19,SS1,78.1,41.3,63.9,66.5,22,Yes,Yes,No
STUD08074,Female,17,SS3,97.8,57.8,49.7,44.2,21,Yes,Yes,No
STUD08075,Male,10,SS1,88.0,67.9,52.0,51.9,5,No,No,No
STUD08076,Female,15,JSS3,74.5,59.4,47.9,59.2,8,Yes,Yes,No
STUD08077,Female,17,JSS3,76.9,69.9,58.3,74.3,21,Yes,Yes,No
