student_id,gender,age,class_level,attendance_rate,math_score,english_score,science_score,prev_math_score,prev_english_score,prev_science_score,study_hours,parental_support,food_security,at_risk
STUD08683,Female,12,SS1,93.3,60.1,54.6,55.4,59.0,59.3,58.6,24,Yes,Yes,No
STUD08684,Male,19,SS1,86.1,50.7,69.8,31.1,46.1,64.7,26.2,9,No,Yes,No
STUD08685,Male,10,SS1,92.8,68.8,68.6,59.4,59.4,72.6,57.2,0,No,Yes,No
STUD08686,Male,10,JSS3,82.5,42.1,79.8,90.2,32.1,72.0,88.9,22,Yes,Yes,No
STUD08687,Male,15,JSS2,70.5,63.3,49.1,72.0,69.1,53.3,67.8,1,No,Yes,No
STUD08688,Male,13,SS1,100.0,35.7,68.3,68.3,34.8,66.7,73.3,7,No,Yes,No
STUD08689,Female,13,JSS2,80.8,41.8,42.9,48.8,47.0,43.8,43.7,14,Yes,No,Yes
STUD08690,Female,10,SS3,84.5,54.9,63.3,61.0,59.8,66.0,60.3,17,Yes,Yes,No
STUD08691,Male,18,SS2,84.1,38.7,55.2,35.5,40.2,55.5,39.2,10,Yes,Yes,Yes
STUD08692,Female,18,JSS2,84.8,56.0,45.7,72.9,59.2,45.2,66.3,1,No,No,No
STUD08693,Female,17,SS2,100.0,34.8,85.4,56.8,44.4,83.7,50.1,11,No,Yes,No
STUD08694,Male,11,JSS2,100.0,63.4,42.3,50.1,63.2,42.9,58.5,21,Yes,Yes,No
STUD08695,Male,20,JSS3,100.0,85.1,53.1,63.7,77.1,50.1,55.9,1,No,Yes,No
STUD08696,Female,11,SS1,100.0,58.1,61.9,26.6,64.3,62.9,25.3,17,Yes,Yes,No
STUD08697,Female,10,SS1,80.3,42.7,55.6,57.3,39.9,61.5,49.5,20,Yes,Yes,No
STUD08698,Female,15,JSS2,84.3,49.4,62.1,47.7,42.2,55.7,40.0,24,Yes,Yes,No
STUD08699,Female,13,SS3,100.0,72.8,78.5,81.4,66.5,75.8,74.9,1,No,No,No
STUD08700,Male,11,SS2,85.4,41.1,55.8,55.4,45.6,57.6,63.3,8,Yes,Yes,No
STUD08701,Male,19,JSS1,88.0,52.7,76.9,43.7,59.7,71.6,45.1,18,No,Yes,No
STUD08702,Female,10,SS3,74.8,35.7,49.2,55.5,43.5,51.7,59.7,20,Yes,Yes,No
STUD08703,Female,15,SS1,100.0,67.1,78.3,52.0,69.8,70.8,56.7,3,No,Yes,No
STUD08704,Female,17,SS1,86.7,44.7,64.2,35.8,40.4,68.0,37.8,18,Yes,Yes,No
STUD08705,Female,12,JSS3,68.8,33.2,94.0,51.1,38.4,84.3,45.8,19,Yes,Yes,No
STUD08706,Male,12,JSS3,88.3,43.6,60.4,29.6,38.2,72.2,36.4,6,No,Yes,Yes
STUD08707,Female,11,JSS2,83.6,33.4,63.6,71.2,28.7,55.0,74.2,23,No,No,No
STUD08708,Male,19,SS1,85.1,52.0,51.2,68.4,52.8,55.4,61.7,4,No,Yes,No
STUD08709,Female,17,SS2,100.0,53.6,52.9,63.5,49.3,49.6,66.3,5,No,Yes,No
STUD08710,Male,12,JSS3,57.8,64.2,57.8,75.9,65.7,61.1,79.5,14,Yes,Yes,Yes
STUD08711,Male,15,SS1,93.1,68.3,57.9,41.1,68.3,57.7,42.4,14,Yes,Yes,No
STUD08712,Male,16,JSS1,68.6,72.1,76.8,62.3,74.8,78.0,66.1,12,No,Yes,No
STUD08713,Male,13,SS1,78.8,46.3,65.9,59.9,45.1,58.6,64.2,2,Yes,Yes,No
STUD08714,Male,12,SS3,82.3,85.3,40.5,62.5,75.4,43.3,61.1,5,No,Yes,No
STUD08715,Male,10,SS1,83.7,38.7,62.2,45.6,39.8,54.6,44.2,18,Yes,Yes,No
STUD08716,Male,14,SS2,73.0,24.5,67.8,62.6,30.8,61.0,65.6,23,Yes,No,No
STUD08717,Male,10,SS3,85.6,59.0,53.3,58.2,51.0,57.6,56.4,7,No,Yes,No
STUD08718,Female,18,SS2,83.2,43.9,55.1,40.7,43.5,48.2,44.2,1,No,Yes,No
STUD08719,Male,16,JSS2,80.5,35.2,45.9,54.8,35.5,48.4,56.8,7,Yes,Yes,No
STUD08720,Female,11,JSS2,93.8,69.0,44.7,55.2,73.8,54.4,55.0,14,Yes,Yes,No
STUD08721,Male,10,SS1,88.0,56.2,72.9,27.8,68.2,86.0,29.9,14,No,No,No
STUD08722,Female,20,SS1,82.9,85.6,61.8,67.1,78.8,63.6,54.1,20,No,Yes,No
STUD08723,Female,11,SS3,89.0,72.8,42.5,54.4,76.3,38.1,58.5,13,Yes,Yes,No
STUD08724,Male,18,JSS2,100.0,47.8,63.0,58.6,42.9,55.5,60.0,16,No,Yes,No
STUD08725,Male,12,SS2,100.0,68.2,41.1,21.6,67.1,47.8,26.4,16,Yes,Yes,Yes
STUD08726,Female,16,JSS1,83.1,63.1,78.2,52.8,62.7,83.3,58.4,0,No,Yes,No
STUD08727,Female,19,JSS2,93.4,58.9,58.8,41.3,60.1,54.5,38.3,8,No,Yes,No
STUD08728,Female,17,SS1,99.7,51.6,32.6,36.5,49.3,35.9,42.0,7,No,Yes,Yes
STUD08729,Female,13,JSS3,93.7,91.5,60.3,43.1,88.2,58.4,39.7,3,Yes,Yes,No
STUD08730,Male,10,SS3,94.6,59.1,63.1,53.8,58.2,58.1,51.5,24,Yes,Yes,No
STUD08731,Female,11,SS3,78.6,95.7,73.2,59.2,97.2,70.2,54.4,9,Yes,Yes,No
STUD08732,Female,13,SS1,71.8,59.5,51.6,53.6,60.2,48.9,51.6,17,Yes,No,No
STUD08733,Male,16,SS2,100.0,52.5,100.0,61.7,47.4,99.1,58.0,20,Yes,Yes,No
STUD08734,Male,15,SS2,100.0,50.1,83.1,34.3,42.5,75.9,32.8,21,Yes,Yes,No
STUD08735,Female,10,JSS2,77.7,42.2,61.8,65.0,43.8,60.6,59.4,19,Yes,Yes,No
STUD08736,Male,11,JSS1,86.0,49.0,66.5,72.1,42.4,67.3,74.7,12,Yes,Yes,No
STUD08737,Male,14,JSS2,98.2,65.2,70.2,56.7,57.9,62.0,52.8,24,Yes,No,No
STUD08738,Female,18,SS1,78.4,63.6,56.0,36.7,62.1,56.7,36.4,4,Yes,Yes,No
STUD08739,Male,10,JSS1,78.3,46.4,72.4,39.1,56.0,75.4,38.6,20,No,Yes,No
STUD08740,Male,16,SS2,100.0,78.4,34.5,73.3,75.1,29.3,62.5,23,No,Yes,No
STUD08741,Male,12,SS3,86.9,62.0,58.6,50.9,63.6,58.9,53.6,0,Yes,Yes,No
STUD08742,Male,19,JSS2,87.4,30.0,64.4,66.4,32.8,61.5,57.9,6,Yes,Yes,No
STUD08743,Male,13,SS3,100.0,69.6,66.0,57.3,72.2,60.6,59.0,16,Yes,Yes,No
STUD08744,Male,19,SS1,90.7,85.1,40.5,47.4,76.3,44.6,51.8,2,No,Yes,No
STUD08745,Female,17,SS3,79.2,54.9,40.0,56.5,59.9,47.7,59.8,0,Yes,Yes,No
STUD08746,Male,20,SS2,93.7,52.8,47.0,64.1,56.1,46.2,61.3,11,No,Yes,No
STUD08747,Male,13,SS3,73.4,66.2,63.3,43.9,66.6,58.3,42.4,19,No,Yes,No
STUD08748,Male,14,SS2,61.7,44.5,47.0,55.9,55.5,48.1,53.3,3,No,Yes,No
STUD08749,Female,11,JSS1,87.9,70.7,38.7,57.3,72.1,32.1,60.5,16,Yes,Yes,No
STUD08750,Female,15,SS2,99.0,63.9,60.4,48.6,70.2,51.0,49.4,22,No,No,No
STUD08751,Male,20,JSS3,90.1,48.3,58.6,71.0,46.6,51.9,80.3,23,Yes,Yes,No
STUD08752,Female,18,JSS2,100.0,76.2,47.0,52.1,70.4,50.2,53.8,1,Yes,Yes,No
STUD08753,Male,19,SS3,96.1,63.1,45.0,50.8,58.8,45.1,47.3,7,Yes,Yes,No
STUD08754,Male,16,JSS2,100.0,40.2,58.2,80.8,48.1,58.1,72.1,9,No,Yes,No
STUD08755,Female,20,SS3,93.0,50.2,70.5,73.9,49.6,73.6,79.8,20,No,Yes,No
STUD08756,Male,13,SS3,81.9,86.3,33.5,53.5,89.2,32.4,56.6,5,Yes,Yes,No
STUD08757,Female,18,SS1,94.3,53.3,46.0,60.6,59.1,44.2,60.5,23,No,Yes,No
STUD08758,Male,13,JSS2,91.4,64.0,69.2,59.1,54.0,64.1,60.6,16,Yes,Yes,No
STUD08759,Male,15,JSS2,83.7,58.9,46.3,39.7,48.0,50.5,37.8,16,Yes,Yes,No
STUD08760,Female,18,JSS1,83.9,82.1,82.2,86.4,81.4,85.5,84.0,22,No,Yes,No
STUD08761,Male,14,JSS3,78.5,27.9,72.0,61.0,38.4,75.8,61.7,4,No,Yes,No
STUD08762,Female,16,JSS3,91.4,43.3,80.9,40.4,42.8,72.4,44.9,5,Yes,Yes,No
STUD08763,Female,15,SS2,84.2,55.1,67.2,50.9,53.7,67.2,45.7,5,No,Yes,No
STUD08764,Male,12,JSS2,83.1,70.7,65.9,67.8,68.6,67.8,65.1,2,No,Yes,No
STUD08765,Female,15,SS1,69.7,59.7,46.0,47.2,61.7,44.8,47.8,17,Yes,Yes,No
STUD08766,Female,16,JSS3,92.0,64.2,60.4,41.7,69.5,55.5,40.1,9,Yes,Yes,No
STUD08767,Female,15,SS2,63.0,56.0,59.9,52.9,57.0,57.0,59.6,12,No,Yes,No
STUD08768,Male,13,SS3,100.0,66.1,8.0,66.3,61.3,16.0,58.5,0,No,Yes,No
STUD08769,Male,13,SS2,100.0,74.4,63.1,53.4,69.8,59.1,56.1,17,Yes,Yes,No
STUD08770,Male,12,SS3,99.0,41.1,67.4,45.9,46.0,56.3,46.7,22,No,Yes,No
STUD08771,Male,16,JSS2,100.0,73.1,58.0,35.2,62.1,67.1,41.3,12,No,Yes,No
STUD08772,Female,18,JSS3,82.7,67.6,63.1,54.3,65.8,66.3,52.9,9,Yes,Yes,No
STUD08773,Female,14,SS2,85.3,75.4,69.1,63.1,62.7,70.1,52.3,9,No,Yes,No
STUD08774,Female,14,SS1,89.9,35.6,58.6,70.2,38.3,59.3,68.6,3,Yes,No,No
STUD08775,Male,12,SS2,76.1,54.4,67.3,63.1,51.2,59.8,65.0,12,No,Yes,No
STUD08776,Male,10,SS1,67.8,60.8,43.5,77.9,67.0,46.7,83.3,18,Yes,Yes,No
STUD08777,Male,13,SS2,87.2,47.4,49.4,62.5,56.0,49.4,62.7,20,No,Yes,No
STUD08778,Female,17,JSS1,76.9,65.7,78.3,50.0,64.1,77.8,47.2,21,No,Yes,No
STUD08779,Male,10,SS2,80.5,66.4,46.1,29.4,60.0,53.1,35.9,6,Yes,Yes,No
STUD08780,Female,15,SS2,70.8,67.7,64.0,39.9,71.3,51.6,35.3,15,No,No,No
STUD08781,Female,12,SS3,100.0,87.3,48.3,30.7,80.7,55.9,36.8,22,No,Yes,No
STUD08782,Female,15,JSS1,100.0,69.8,79.8,27.9,66.9,79.4,25.2,16,Yes,Yes,No
STUD08783,Male,16,SS3,85.3,31.9,52.2,50.2,41.1,54.5,44.9,2,Yes,No,Yes
STUD08784,Male,13,JSS3,88.6,69.7,63.9,60.7,67.2,68.8,58.7,6,Yes,No,No
STUD08785,Male,10,SS2,81.4,35.1,50.6,54.2,38.3,52.0,48.6,11,Yes,Yes,No
STUD08786,Female,12,JSS1,93.4,81.1,54.0,60.8,76.1,50.1,59.6,0,No,Yes,No
STUD08787,Male,17,JSS2,82.3,64.9,59.0,69.6,65.8,61.7,69.4,0,Yes,Yes,No
STUD08788,Female,16,JSS1,96.9,79.1,74.6,36.6,81.0,78.4,37.8,15,Yes,Yes,No
STUD08789,Female,20,JSS1,81.1,43.7,56.5,47.7,51.6,54.7,53.0,2,Yes,Yes,No
STUD08790,Female,17,SS1,80.8,64.4,57.9,44.8,75.3,56.1,48.4,9,Yes,Yes,No
STUD08791,Male,13,JSS3,94.3,60.9,63.3,62.7,67.8,65.1,62.5,10,No,Yes,No
STUD08792,Male,20,JSS2,100.0,26.7,48.4,42.2,30.0,57.1,50.1,19,Yes,Yes,Yes
STUD08793,Female,12,JSS1,94.4,68.1,52.2,50.6,64.7,56.6,59.2,18,No,Yes,No
STUD08794,Female,10,SS2,100.0,66.8,69.9,58.0,66.3,71.7,55.3,6,Yes,Yes,No
STUD08795,Male,12,JSS1,98.5,48.8,67.2,51.4,50.1,67.6,53.3,7,Yes,Yes,No
STUD08796,Female,15,JSS2,99.4,68.1,67.6,67.1,65.9,73.1,62.7,14,Yes,Yes,No
STUD08797,Male,10,SS2,78.3,53.6,50.6,61.4,44.5,48.7,54.6,14,Yes,Yes,No
STUD08798,Female,13,SS3,98.0,43.4,51.4,65.3,45.7,56.3,54.8,16,Yes,Yes,No
STUD08799,Female,13,SS2,76.7,73.7,51.5,50.8,77.4,59.0,48.3,14,Yes,Yes,No
STUD08800,Female,14,JSS1,100.0,48.2,15.0,57.1,51.0,14.2,54.1,22,Yes,Yes,Yes
STUD08801,Male,11,JSS1,78.5,35.8,71.2,64.1,36.0,72.1,63.3,20,Yes,Yes,No
STUD08802,Male,15,SS3,82.0,44.9,76.1,68.6,42.7,70.8,74.2,15,Yes,Yes,No
STUD08803,Female,15,SS2,57.9,63.0,93.1,43.1,64.9,93.1,45.8,1,Yes,Yes,Yes
STUD08804,Male,15,SS1,83.1,51.9,48.9,79.2,53.7,48.2,78.4,23,No,Yes,No
STUD08805,Female,12,JSS2,100.0,83.1,71.0,40.8,74.5,70.2,50.1,16,No,No,No
STUD08806,Female,19,SS1,85.9,16.5,45.8,55.9,14.6,53.3,53.8,13,Yes,Yes,Yes
STUD08807,Male,18,SS3,91.1,71.6,54.9,58.2,68.3,53.6,55.3,8,Yes,Yes,No
STUD08808,Male,15,JSS3,80.8,46.8,43.3,40.6,49.2,45.5,43.1,23,Yes,Yes,Yes
STUD08809,Male,15,SS3,88.7,64.9,59.9,75.5,63.8,60.1,66.7,17,Yes,Yes,No
STUD08810,Female,20,SS1,82.5,59.1,61.0,45.8,58.1,56.0,54.0,2,Yes,Yes,No
STUD08811,Female,18,JSS2,79.1,52.7,72.1,47.7,45.2,68.8,52.2,5,Yes,Yes,No
STUD08812,Female,18,JSS3,48.6,41.8,42.6,59.6,42.0,38.6,57.2,18,Yes,Yes,Yes
STUD08813,Female,18,JSS3,79.2,52.3,63.5,67.1,54.3,60.5,70.3,17,No,Yes,No
STUD08814,Male,15,JSS1,71.9,67.5,55.0,54.0,65.6,56.6,52.8,5,Yes,Yes,No
STUD08815,Male,20,JSS2,64.0,57.7,35.2,74.9,56.1,38.9,78.6,5,Yes,Yes,No
STUD08816,Female,13,SS3,86.5,47.1,56.1,59.8,51.7,49.1,67.3,17,Yes,Yes,No
STUD08817,Male,10,SS2,80.5,44.2,49.9,40.3,40.6,51.0,42.4,8,Yes,Yes,Yes
STUD08818,Male,15,JSS3,88.6,55.4,48.8,67.0,51.4,54.6,60.8,17,Yes,No,No
STUD08819,Male,13,SS2,100.0,76.5,53.3,53.3,71.7,54.0,58.8,5,Yes,Yes,No
STUD08820,Male,11,SS2,64.3,43.0,55.2,68.8,43.9,55.9,66.6,21,Yes,Yes,No
STUD08821,Female,20,JSS2,88.3,82.8,60.9,78.5,86.2,57.6,73.3,19,Yes,Yes,No
STUD08822,Female,20,JSS3,56.1,52.3,46.9,57.1,54.5,53.1,55.6,22,No,Yes,Yes
STUD08823,Male,18,JSS2,96.9,57.4,69.8,52.3,57.5,71.7,53.0,19,Yes,Yes,No
STUD08824,Male,14,SS3,82.9,98.4,52.7,81.6,91.3,53.8,76.0,7,Yes,Yes,No
STUD08825,Male,11,JSS1,100.0,24.0,63.9,82.5,29.5,71.3,72.9,9,Yes,Yes,No
STUD08826,Female,18,SS2,92.6,60.6,83.5,59.4,59.5,79.6,59.0,10,Yes,No,No
STUD08827,Female,16,JSS2,100.0,58.9,71.5,58.7,59.5,66.0,58.3,24,Yes,Yes,No
STUD08828,Female,20,JSS3,86.2,44.2,57.1,65.2,51.0,48.1,62.1,3,No,No,No
STUD08829,Male,16,JSS2,90.6,33.3,43.5,41.6,32.8,43.9,40.4,22,No,Yes,Yes
STUD08830,Male,18,JSS1,89.8,60.4,51.8,52.1,59.0,47.8,51.7,24,Yes,Yes,No
STUD08831,Female,17,SS1,90.9,71.3,52.5,66.5,66.5,45.5,68.2,16,Yes,Yes,No
STUD08832,Male,14,JSS1,84.4,62.2,50.6,46.3,68.2,52.9,43.6,6,Yes,Yes,No
STUD08833,Female,18,JSS3,81.3,48.3,59.9,73.8,60.3,56.0,72.2,15,Yes,Yes,No
STUD08834,Male,17,SS1,91.6,99.7,72.7,55.0,92.4,71.1,51.7,16,No,Yes,No
STUD08835,Male,18,SS2,82.8,64.2,69.8,42.3,55.4,67.3,51.6,6,Yes,Yes,No
STUD08836,Female,11,JSS2,71.9,67.5,76.6,55.9,61.3,77.7,55.6,17,No,Yes,No
STUD08837,Female,11,JSS2,65.3,69.7,65.3,48.8,68.8,67.2,43.9,4,No,Yes,No
STUD08838,Male,16,JSS2,90.6,49.2,87.4,61.0,47.7,74.0,56.2,8,No,No,No
STUD08839,Female,16,JSS3,80.7,44.2,56.4,42.2,46.5,58.5,39.0,6,No,Yes,No
STUD08840,Female,13,SS1,73.7,59.4,41.1,64.9,59.3,43.9,63.3,2,Yes,Yes,No
STUD08841,Male,20,JSS3,100.0,48.5,24.9,58.3,46.8,37.9,56.8,14,Yes,Yes,Yes
STUD08842,Male,19,JSS1,97.3,39.8,65.1,63.7,36.4,74.7,61.3,12,No,Yes,No
STUD08843,Male,13,SS1,55.1,57.5,69.9,59.6,60.7,66.4,61.1,20,No,Yes,Yes
STUD08844,Female,19,SS3,79.8,42.0,71.0,48.4,43.1,76.2,54.4,3,No,Yes,No
STUD08845,Female,18,SS1,100.0,76.1,34.0,53.0,74.7,30.4,52.6,23,Yes,Yes,No
STUD08846,Male,14,SS3,75.4,46.1,84.4,88.8,48.1,90.3,79.5,12,Yes,Yes,No
STUD08847,Male,18,JSS1,73.0,28.6,57.5,73.2,37.7,48.5,72.8,15,Yes,Yes,No
STUD08848,Female,18,JSS1,78.0,57.1,48.1,62.6,53.5,49.3,64.9,23,Yes,Yes,No
STUD08849,Male,19,SS2,91.6,43.6,59.9,74.2,49.0,68.6,66.4,23,Yes,No,No
STUD08850,Male,17,SS3,97.9,20.8,56.8,67.1,29.6,55.8,68.5,24,No,Yes,No
STUD08851,Male,19,SS2,92.0,62.0,59.6,69.4,57.3,60.3,65.4,10,Yes,Yes,No
STUD08852,Male,18,JSS1,81.1,78.4,80.1,85.9,77.6,84.8,81.3,6,Yes,Yes,No
STUD08853,Female,19,JSS1,94.3,55.2,68.1,59.5,62.9,70.0,57.7,14,No,Yes,No
STUD08854,Female,20,SS2,75.5,68.7,35.1,49.6,65.6,34.3,61.7,6,No,Yes,No
STUD08855,Male,10,SS1,84.0,48.4,55.8,46.8,49.2,54.6,40.9,23,No,Yes,No
STUD08856,Female,13,SS2,100.0,81.3,59.4,25.5,84.1,61.8,28.3,20,Yes,Yes,No
STUD08857,Female,11,JSS3,87.7,51.2,78.8,53.8,56.5,77.2,54.4,1,Yes,Yes,No
STUD08858,Male,15,JSS3,96.1,86.2,20.4,51.7,80.7,16.8,46.9,19,No,No,No
STUD08859,Male,16,SS2,84.3,54.4,49.6,63.1,48.2,42.9,68.1,13,No,Yes,No
STUD08860,Male,13,SS1,85.0,50.5,20.7,59.1,50.3,25.4,65.5,22,Yes,Yes,Yes
STUD08861,Female,12,SS1,87.0,59.8,52.0,73.4,62.4,58.7,73.2,24,Yes,Yes,No
STUD08862,Male,14,SS1,93.8,56.0,53.2,72.5,51.3,58.2,71.2,10,Yes,Yes,No
STUD08863,Male,17,JSS1,83.4,59.0,72.1,70.7,56.9,67.8,68.2,7,Yes,Yes,No
STUD08864,Male,17,SS3,89.3,44.2,56.9,47.1,42.6,55.7,51.6,19,Yes,Yes,No
STUD08865,Male,10,JSS3,73.5,40.9,65.4,100.0,44.8,64.7,96.0,15,No,Yes,No
STUD08866,Male,13,SS3,100.0,56.0,67.6,26.0,49.9,73.9,24.6,12,No,Yes,No
STUD08867,Male,15,SS3,79.4,68.0,64.7,72.1,73.0,57.7,77.1,20,Yes,Yes,No
STUD08868,Male,16,SS1,68.4,62.0,73.3,54.5,64.7,73.6,55.0,1,Yes,Yes,No
STUD08869,Male,16,JSS1,91.4,47.1,65.6,33.1,50.6,67.2,31.3,12,Yes,Yes,No
STUD08870,Female,15,SS1,61.4,41.6,56.4,55.1,50.5,62.8,50.1,1,No,Yes,No
STUD08871,Female,17,JSS2,76.6,62.4,67.0,60.1,74.4,55.9,54.4,23,No,Yes,No
STUD08872,Female,12,JSS1,89.0,79.9,53.0,62.9,73.6,54.4,70.9,6,No,Yes,No
STUD08873,Female,14,SS2,86.8,67.6,52.6,53.7,58.7,59.1,54.5,10,No,Yes,No
STUD08874,Male,11,SS3,81.9,50.4,65.4,51.9,50.4,72.5,42.4,12,Yes,Yes,No
STUD08875,Male,15,JSS3,74.3,70.3,59.9,58.5,68.7,57.9,60.9,18,Yes,Yes,No
STUD08876,Male,19,JSS1,99.1,85.7,50.5,45.1,88.0,48.9,43.7,4,Yes,Yes,No
STUD08877,Female,10,SS1,94.8,76.1,63.7,49.4,73.7,69.3,55.6,10,No,Yes,No
STUD08878,Female,15,JSS3,84.6,59.9,66.7,69.0,56.8,66.0,63.2,7,No,Yes,No
STUD08879,Female,10,JSS2,90.1,34.5,67.5,57.7,35.3,69.4,57.9,2,Yes,Yes,No
STUD08880,Female,20,SS3,96.3,28.3,63.0,47.7,32.5,65.6,50.6,1,No,Yes,No
STUD08881,Male,11,SS3,71.6,76.7,40.0,62.5,73.3,38.1,55.7,4,No,Yes,No
STUD08882,Male,20,JSS3,75.2,38.4,52.1,51.2,31.8,49.7,52.1,11,No,Yes,No
STUD08883,Male,11,SS2,92.0,44.3,86.0,69.1,49.4,87.2,71.0,13,Yes,Yes,No
STUD08884,Male,16,SS3,94.5,52.8,62.8,86.9,46.5,58.9,79.5,16,No,Yes,No
STUD08885,Male,18,JSS1,74.9,26.5,56.9,55.2,22.5,49.6,63.6,15,Yes,Yes,No
STUD08886,Female,14,SS1,87.2,73.9,65.6,52.8,64.7,68.3,58.7,22,No,Yes,No
STUD08887,Male,20,JSS3,73.1,54.4,72.1,37.3,48.6,65.5,42.6,24,No,Yes,No
STUD08888,Male,14,SS2,91.9,100.0,52.7,63.0,100.0,50.8,61.9,9,Yes,No,No
STUD08889,Female,17,SS1,99.2,69.2,89.6,56.2,68.4,84.3,54.7,6,No,Yes,No
STUD08890,Female,16,SS3,96.1,87.8,54.0,60.9,83.3,58.9,63.9,17,Yes,Yes,No
STUD08891,Female,16,JSS1,100.0,56.3,77.2,70.3,58.9,79.6,66.2,6,Yes,Yes,No
STUD08892,Male,20,JSS3,75.2,49.6,40.9,54.6,55.0,47.0,51.0,20,Yes,Yes,No
STUD08893,Male,14,SS3,88.2,64.3,37.6,48.4,63.2,38.2,51.8,1,No,Yes,No
STUD08894,Female,18,JSS2,82.8,61.2,65.4,62.7,56.0,57.9,66.3,7,Yes,Yes,No
STUD08895,Female,11,JSS1,95.5,63.8,56.6,46.7,61.8,59.2,43.9,2,Yes,Yes,No
STUD08896,Female,11,SS1,85.2,65.2,51.6,69.1,55.3,55.4,69.1,16,Yes,Yes,No
STUD08897,Female,18,JSS2,100.0,59.0,40.3,30.6,69.4,38.8,36.0,15,Yes,Yes,Yes
STUD08898,Male,16,JSS3,95.8,65.4,65.9,71.2,58.5,68.3,70.3,1,Yes,No,No
STUD08899,Male,10,JSS3,75.5,67.9,64.6,47.8,66.7,64.5,57.3,14,No,Yes,No
STUD08900,Female,13,SS1,80.8,62.5,42.4,51.7,64.7,40.5,48.8,23,Yes,Yes,No
STUD08901,Male,10,SS1,74.3,68.4,63.0,44.3,67.9,58.3,42.6,9,No,Yes,No
STUD08902,Male,15,JSS2,88.9,40.0,53.5,65.1,38.2,49.2,51.2,16,Yes,Yes,No
STUD08903,Male,10,SS2,97.8,40.7,32.9,70.2,37.0,29.4,66.3,16,Yes,Yes,No
STUD08904,Male,19,SS2,72.9,50.9,72.5,58.5,52.2,76.0,47.2,13,Yes,Yes,No
STUD08905,Female,10,SS1,68.6,58.8,76.1,52.9,57.3,78.0,57.2,19,Yes,Yes,No
STUD08906,Male,14,JSS3,100.0,50.8,46.2,57.6,52.5,53.4,56.0,6,No,Yes,No
STUD08907,Female,19,JSS1,92.8,57.4,55.3,49.6,58.0,55.3,55.3,19,Yes,No,No
STUD08908,Female,18,SS2,78.3,64.6,57.1,62.8,65.4,52.0,63.4,6,Yes,Yes,No
STUD08909,Male,20,SS2,89.5,74.5,69.1,74.3,79.7,70.5,81.4,11,Yes,Yes,No
STUD08910,Female,12,JSS3,87.9,69.1,50.5,51.0,77.2,51.6,49.0,8,Yes,No,No
STUD08911,Male,17,JSS1,91.2,32.4,61.5,54.4,35.5,54.9,64.4,4,No,Yes,No
STUD08912,Male,18,JSS1,91.5,60.3,70.2,9.2,60.7,70.2,16.4,19,Yes,No,No
STUD08913,Female,19,SS2,73.7,79.7,57.5,60.0,78.0,55.9,55.3,24,Yes,No,No
STUD08914,Male,11,SS1,100.0,68.5,56.9,51.3,66.5,49.6,53.1,0,No,Yes,No
STUD08915,Male,17,JSS2,62.3,85.1,46.7,62.8,85.7,47.6,56.8,4,Yes,No,No
STUD08916,Male,12,JSS2,81.3,59.7,47.7,47.0,64.5,53.3,57.4,9,Yes,Yes,No
STUD08917,Female,13,JSS3,82.2,43.0,49.9,62.6,45.3,55.0,62.5,18,No,Yes,No
STUD08918,Male,17,SS3,91.8,63.9,67.0,38.2,69.4,70.7,29.0,18,Yes,Yes,No
STUD08919,Female,19,SS3,97.4,40.6,78.6,54.4,51.6,75.7,47.3,23,Yes,Yes,No
STUD08920,Female,18,SS1,95.0,64.0,36.5,43.7,68.0,34.5,47.2,2,Yes,Yes,No
STUD08921,Male,17,SS1,88.7,21.7,64.2,38.8,32.6,54.4,32.6,24,No,Yes,Yes
STUD08922,Male,11,JSS1,85.5,42.5,43.9,58.1,37.8,44.8,60.3,9,Yes,Yes,No
STUD08923,Female,12,SS2,83.0,28.4,73.8,71.6,35.9,71.2,72.7,5,Yes,Yes,No
STUD08924,Male,19,SS2,91.0,79.1,51.4,61.0,64.4,52.8,55.4,4,Yes,Yes,No
STUD08925,Female,19,JSS1,86.0,81.6,48.8,36.1,78.2,51.8,42.0,24,No,Yes,No
STUD08926,Male,16,JSS2,81.5,10.7,59.3,58.4,28.7,66.3,57.2,2,No,Yes,Yes
STUD08927,Male,15,JSS1,100.0,33.2,76.7,61.5,34.7,72.0,63.2,14,Yes,Yes,No
STUD08928,Male,14,SS2,54.6,78.3,66.1,44.1,69.5,65.8,42.4,17,No,Yes,Yes
STUD08929,Male,17,SS3,56.0,85.6,50.5,49.5,92.8,56.4,51.7,14,Yes,Yes,Yes
STUD08930,Male,16,JSS2,76.9,68.2,63.6,61.4,66.1,60.9,68.4,15,No,Yes,No
STUD08931,Female,12,JSS1,67.1,55.4,47.8,47.5,52.4,42.3,52.5,1,No,Yes,No
STUD08932,Female,12,SS2,82.9,55.3,56.2,69.2,57.4,61.6,57.1,16,Yes,Yes,No
STUD08933,Female,15,JSS2,71.0,45.0,46.3,35.1,49.7,42.7,33.8,2,No,No,Yes
STUD08934,Male,19,JSS1,75.3,65.4,81.8,72.7,59.5,93.0,74.1,10,No,Yes,No
STUD08935,Male,18,JSS3,92.1,40.4,61.7,61.4,46.6,61.0,64.5,18,Yes,Yes,No
STUD08936,Male,15,JSS2,89.6,59.1,48.4,56.4,62.3,39.3,55.9,1,Yes,Yes,No
